ORF	SMF	SDV
YDR066C	0.983198	0.009171
YDR067C	1.028838	0.009078
YDR068W	1.045792	0.007153
YDR069C	0.163934	0.048431
YDR070C	1.067508	0.009383
YDR071C	1.028865	0.012096
YDR072C	1.025650	0.008157
YDR073W	1.012217	0.008526
YDR074W	0.678692	0.023924
YDR075W	1.031267	0.012687
YDR076W	0.901484	0.014167
YDR077W	1.046860	0.016307
YDR078C	0.970689	0.008584
YDR079C-A	0.558051	0.021260
YDR079W	0.667276	0.088455
YDR080W	0.594975	0.019990
YDR083W	0.722166	0.020687
YDR084C	1.046282	0.006030
YDR085C	1.046261	0.005877
YDR089W	1.019935	0.006020
YDR090C	1.050424	0.007964
YDR092W	0.991498	0.016021
YDR093W	1.022890	0.007257
YDR094W	0.955378	0.018785
YDR095C	1.016917	0.009927
YDR096W	1.103034	0.011942
YDR097C	1.009930	0.005501
YDR098C	1.008665	0.005947
YDR099W	0.927458	0.011015
YDR100W	1.039818	0.007208
YDR101C	0.868942	0.012512
YDR102C	1.028025	0.009813
YDR103W	NaN	NaN
YDR104C	1.032638	0.008508
YDR105C	1.026068	0.007562
YDR106W	1.082475	0.013884
YDR107C	1.002836	0.005464
YDR108W	0.881427	0.008660
YDR109C	1.013933	0.005660
YDR110W	1.010610	0.005137
YDR111C	1.024260	0.006261
YDR112W	1.009900	0.009216
YDR115W	0.344918	0.031656
YDR116C	0.846796	0.033829
YDR117C	1.054459	0.007109
YDR119W	1.015229	0.006370
YDR120C	1.031357	0.007069
YDR121W	1.039611	0.012589
YDR122W	1.063908	0.007067
YDR123C	0.724387	0.017262
YDR124W	1.018537	0.009626
YDR125C	1.003491	0.004914
YDR126W	0.885148	0.036528
YDR127W	0.830228	0.013198
YDR128W	0.779008	0.024656
YDR129C	0.546869	0.028249
YDR130C	1.019613	0.007769
YDR131C	1.038685	0.007026
YDR132C	1.037050	0.006346
YDR133C	1.046955	0.011539
YDR134C	1.027749	0.007790
YDR135C	1.018495	0.008611
YDR137W	0.618864	0.022394
YDR139C	1.048282	0.008098
YDR140W	0.376128	0.027731
YDR142C	1.008320	0.008152
YDR143C	1.066059	0.010986
YDR144C	0.987646	0.012532
YDR146C	0.877750	0.012237
YDR147W	0.988361	0.008185
YDR148C	0.968853	0.008902
YDR149C	0.825843	0.055664
YDR150W	0.819322	0.024924
YDR151C	1.003502	0.009210
YDR152W	1.010642	0.006754
YDR153C	0.993229	0.007588
YDR154C	1.001611	0.009919
YDR155C	1.007631	0.004588
YDR156W	0.854888	0.008803
YDR157W	0.987671	0.011395
YDR158W	0.903259	0.011272
YDR159W	0.694057	0.038971
YDR161W	NaN	NaN
YDR162C	0.787593	0.013908
YDR163W	0.982066	0.009666
YDR165W	0.965486	0.008343
YDR169C	0.953100	0.006842
YDR169C-A	1.026853	0.009564
YDR171W	1.007524	0.004826
YDR173C	NaN	NaN
YDR174W	0.606972	0.020679
YDR175C	0.511464	0.050908
YDR176W	0.435196	0.038045
YDR178W	1.007203	0.007223
YDR179C	1.012936	0.005100
YDR179W-A	0.952485	0.008863
YDR181C	0.976722	0.008701
YDR182W-A	1.042091	0.008608
YDR183W	0.980837	0.009736
YDR184C	0.904246	0.010963
YDR185C	1.022748	0.006026
YDR186C	0.966347	0.014355
YDR191W	1.008243	0.005855
YDR192C	1.054698	0.007400
YDR193W	1.035417	0.012631
YDR194C	0.631398	0.020380
YDR194W-A	NaN	NaN
YDR195W	NaN	NaN
YDR197W	0.676839	0.055700
YDR198C	1.038846	0.007626
YDR199W	1.007223	0.013162
YDR200C	0.866357	0.021342
YDR202C	0.956359	0.010197
YDR203W	0.924841	0.014245
YDR204W	0.769823	0.023944
YDR205W	1.036918	0.008947
YDR206W	0.993515	0.006686
YDR207C	0.533408	0.021734
YDR209C	1.056806	0.009739
YDR210W	1.058059	0.005893
YDR213W	1.024912	0.007147
YDR214W	1.049464	0.007775
YDR215C	1.024191	0.011405
YDR216W	1.045811	0.005353
YDR217C	0.983512	0.006056
YDR218C	1.003767	0.008247
YDR219C	0.989240	0.005801
YDR220C	0.995231	0.010645
YDR221W	1.015432	0.006818
YDR222W	1.038170	0.007893
YDR223W	1.016313	0.004490
YDR225W	0.901402	0.007780
YDR226W	0.380363	0.033890
YDR227W	NaN	NaN
YDR229W	1.038858	0.008940
YDR231C	0.708360	0.099637
YDR233C	1.046021	0.007841
YDR234W	0.437033	0.019390
YDR237W	0.368162	0.047605
YDR239C	1.055721	0.008320
YDR241W	NaN	NaN
YDR242W	1.017751	0.006359
YDR244W	0.822991	0.011451
YDR245W	0.807856	0.033243
YDR246W-A	1.071011	0.012048
YDR247W	1.032071	0.007382
YDR248C	0.978487	0.017281
YDR249C	1.028387	0.012156
YDR250C	0.991226	0.014048
YDR251W	1.008591	0.005905
YDR252W	1.047758	0.009134
YDR253C	0.987483	0.007158
YDR254W	1.017521	0.010082
YDR255C	1.016390	0.005189
YDR256C	1.020058	0.007192
YDR257C	1.007303	0.006562
YDR258C	1.026347	0.007082
YDR259C	0.987466	0.005137
YDR260C	1.048919	0.012880
YDR261C	1.012162	0.003964
YDR262W	1.005010	0.008055
YDR263C	1.052041	0.007958
YDR264C	0.348489	0.015758
YDR265W	0.883507	0.017298
YDR266C	1.038977	0.007821
YDR268W	0.499004	0.054750
YDR269C	0.980732	0.015219
YDR270W	1.060950	0.007088
YDR271C	1.001166	0.014067
YDR272W	1.027528	0.005623
YDR273W	1.022284	0.008734
YDR274C	0.992227	0.043575
YDR275W	1.021440	0.005417
YDR276C	0.819341	0.020603
YDR277C	1.025740	0.008255
YDR278C	0.998915	0.012817
YDR279W	1.022347	0.006817
YDR281C	1.003596	0.007948
YDR282C	1.032036	0.008832
YDR283C	0.982281	0.014038
YDR284C	1.057876	0.007894
YDR285W	1.034408	0.007917
YDR286C	1.049080	0.013468
YDR287W	0.992863	0.009950
YDR289C	0.975832	0.007996
YDR290W	0.913859	0.027595
YDR291W	1.043098	0.006530
YDR293C	0.847492	0.097613
YDR294C	1.000537	0.008187
YDR295C	0.750033	0.015987
YDR296W	0.365669	0.034460
YDR297W	1.044885	0.007863
YDR298C	0.597452	0.036535
YDR300C	0.254948	0.015100
YDR304C	1.047761	0.013938
YDR305C	0.991317	0.009880
YDR306C	1.037627	0.010771
YDR307W	1.029448	0.009335
YDR309C	1.036675	0.010254
YDR310C	0.975910	0.010226
YDR312W	1.015636	0.009273
YDR313C	1.062765	0.007201
YDR314C	1.015070	0.005134
YDR315C	0.827499	0.011703
YDR316W	0.911206	0.015232
YDR317W	1.011134	0.009629
YDR318W	1.003299	0.015771
YDR319C	1.045309	0.011420
YDR320C	0.500011	0.024711
YDR320C-A	0.398213	0.017547
YDR321W	0.999705	0.007848
YDR322C-A	0.913703	0.021005
YDR322W	0.611852	0.039148
YDR323C	0.316916	0.028043
YDR326C	1.019635	0.009905
YDR329C	0.880318	0.010435
YDR330W	1.032066	0.007320
YDR332W	0.981273	0.006903
YDR333C	1.018325	0.007670
YDR334W	0.940297	0.022955
YDR335W	0.937093	0.008486
YDR336W	1.003072	0.011561
YDR337W	0.472149	0.038233
YDR338C	0.996830	0.007689
YDR340W	0.978897	0.009673
YDR342C	0.954044	0.007334
YDR343C	0.969970	0.026812
YDR344C	1.006072	0.009925
YDR345C	1.000850	0.004963
YDR346C	1.073001	0.012354
YDR347W	0.407548	0.036132
YDR348C	0.982956	0.010109
YDR349C	0.981134	0.007346
YDR350C	0.630269	0.039656
YDR351W	1.033662	0.015968
YDR352W	1.067375	0.007062
YDR354W	0.851075	0.026127
YDR357C	1.030185	0.009541
YDR358W	1.026815	0.007638
YDR359C	0.485312	0.063909
YDR360W	0.900436	0.015162
YDR363W	0.916048	0.010498
YDR363W-A	1.001021	0.007918
YDR364C	0.313645	0.014581
YDR366C	1.075598	0.007233
YDR368W	1.035108	0.008800
YDR369C	0.734909	0.015874
YDR370C	1.055556	0.009807
YDR371W	1.032331	0.006986
YDR372C	1.056024	0.009821
YDR374C	1.001241	0.009950
YDR375C	0.648252	0.044304
YDR377W	0.603646	0.039070
YDR378C	0.734607	0.028218
YDR379C-A	NaN	NaN
YDR379W	1.092205	0.013218
YDR380W	1.050819	0.008045
YDR381C-A	0.857644	0.011928
YDR382W	0.515174	0.021674
YDR383C	1.035715	0.007268
YDR384C	0.976005	0.009115
YDR385W	0.927260	0.007155
YDR386W	0.969852	0.014584
YDR387C	1.002437	0.007564
YDR388W	0.482749	0.047548
YDR389W	0.917257	0.008783
YDR391C	1.000275	0.011347
YDR392W	0.730118	0.025885
YDR393W	0.780261	0.011383
YDR395W	1.039101	0.008187
YDR399W	0.980600	0.006397
YDR400W	1.020213	0.005335
YDR401W	1.002806	0.022734
YDR402C	1.007565	0.013062
YDR403W	1.037131	0.011254
YDR405W	0.189075	0.035706
YDR406W	1.029041	0.005788
YDR408C	1.061241	0.006453
YDR409W	1.034809	0.006459
YDR410C	NaN	NaN
YDR411C	1.015043	0.006522
YDR414C	1.038330	0.007849
YDR415C	1.047890	0.007180
YDR418W	0.609600	0.022821
YDR419W	1.057461	0.008296
YDR420W	1.020021	0.004755
YDR421W	1.045084	0.008160
YDR422C	1.010992	0.006300
YDR423C	1.030225	0.011428
YDR424C	0.992416	0.012882
YDR425W	0.929741	0.009080
YDR426C	0.948775	0.010781
YDR428C	1.020303	0.006463
YDR430C	1.047254	0.008823
YDR431W	0.972092	0.009951
YDR435C	0.975974	0.011063
YDR436W	1.024737	0.010635
YDR438W	1.042545	0.006981
YDR439W	0.723143	0.016894
YDR440W	0.954618	0.012310
YDR441C	0.952437	0.007103
YDR443C	0.442194	0.011536
YDR444W	1.011691	0.007375
YDR445C	1.016260	0.012621
YDR446W	1.041600	0.007152
YDR447C	0.906847	0.006663
YDR448W	0.410172	0.026373
YDR450W	0.568707	0.025313
YDR451C	1.004543	0.008932
YDR452W	1.026082	0.006631
YDR453C	1.024885	0.008576
YDR455C	0.836202	0.033304
YDR456W	0.873865	0.019036
YDR457W	0.815869	0.021286
YDR458C	1.017672	0.005489
YDR459C	1.051128	0.007185
YDR461W	NaN	NaN
YDR462W	0.442928	0.022451
YDR463W	0.905952	0.009989
YDR465C	1.030204	0.009191
YDR466W	1.101039	0.006037
YDR467C	1.051088	0.009554
YDR469W	0.875355	0.011164
YDR470C	NaN	NaN
YDR471W	0.904494	0.007785
YDR474C	1.036325	0.007598
YDR475C	1.029589	0.006962
YDR476C	1.008667	0.006077
YDR477W	0.486854	0.023237
YDR479C	1.090614	0.010455
YDR480W	1.044856	0.010106
YDR481C	1.049391	0.007765
YDR482C	1.015101	0.006655
YDR483W	1.041688	0.007689
YDR484W	0.489391	0.022627
YDR485C	0.955524	0.007923
YDR486C	1.021715	0.007330
YDR488C	0.980889	0.023788
YDR490C	1.007282	0.006014
YDR491C	1.055072	0.011239
YDR492W	1.036893	0.007983
YDR493W	0.984960	0.008708
YDR494W	1.040388	0.011594
YDR495C	0.479198	0.023149
YDR496C	0.833475	0.015183
YDR497C	1.023168	0.008699
YDR500C	0.610175	0.027614
YDR501W	1.065864	0.010347
YDR502C	0.993885	0.009334
YDR503C	1.030917	0.005340
YDR504C	1.038610	0.004257
YDR505C	0.983524	0.022995
YDR506C	0.982831	0.007385
YDR507C	1.014262	0.007224
YDR508C	0.984749	0.009292
YDR509W	0.948096	0.009954
YDR511W	1.030838	0.006848
YDR512C	0.751791	0.023010
YDR513W	1.003071	0.008291
YDR514C	1.041921	0.008639
YDR515W	1.017074	0.007973
YDR516C	1.008528	0.005960
YDR517W	1.035455	0.008019
YDR518W	1.020545	0.014141
YDR519W	1.029106	0.007589
YDR520C	0.917989	0.014659
YDR522C	0.983215	0.008383
YDR523C	1.012085	0.007728
YDR524C	0.999368	0.007445
YDR524C-B	0.971218	0.008728
YDR524W-C	0.944426	0.008583
YDR525W	0.973270	0.014894
YDR525W-A	0.980950	0.011292
YDR528W	1.053723	0.009687
YDR529C	0.657380	0.066315
YDR530C	1.057622	0.006879
YDR532C	0.409006	0.032877
YDR533C	1.034957	0.006936
YDR534C	1.018291	0.007171
YDR535C	0.975355	0.011814
YDR536W	1.020042	0.009469
YDR537C	0.990457	0.006431
YDR538W	1.066460	0.006940
YDR539W	0.996765	0.008285
YDR540C	1.010304	0.009567
YDR541C	1.048163	0.006463
YDR542W	1.152924	0.010866
YDR545W	1.004065	0.005377
YEL001C	NaN	NaN
YEL003W	NaN	NaN
YEL004W	NaN	NaN
YEL005C	NaN	NaN
YEL006W	NaN	NaN
YEL007W	NaN	NaN
YEL008W	NaN	NaN
YEL009C	NaN	NaN
YEL010W	NaN	NaN
YEL011W	NaN	NaN
YEL012W	NaN	NaN
YEL013W	NaN	NaN
YEL014C	NaN	NaN
YEL015W	NaN	NaN
YEL016C	NaN	NaN
YEL017C-A	NaN	NaN
YEL017W	NaN	NaN
YEL018W	NaN	NaN
YEL020C	NaN	NaN
YEL023C	NaN	NaN
YEL024W	NaN	NaN
YEL025C	NaN	NaN
YEL027W	NaN	NaN
YEL028W	NaN	NaN
YEL029C	NaN	NaN
YEL030W	NaN	NaN
YEL031W	NaN	NaN
YEL033W	NaN	NaN
YEL036C	NaN	NaN
YEL037C	NaN	NaN
YEL038W	NaN	NaN
YEL039C	NaN	NaN
YEL040W	NaN	NaN
YEL041W	NaN	NaN
YEL042W	NaN	NaN
YEL043W	NaN	NaN
YEL046C	NaN	NaN
YEL047C	NaN	NaN
YEL048C	NaN	NaN
YEL049W	NaN	NaN
YEL050C	NaN	NaN
YEL051W	NaN	NaN
YEL052W	NaN	NaN
YEL053C	NaN	NaN
YEL054C	NaN	NaN
YEL056W	NaN	NaN
YEL057C	NaN	NaN
YEL059C-A	NaN	NaN
YEL059W	NaN	NaN
YEL060C	NaN	NaN
YEL061C	NaN	NaN
YEL062W	NaN	NaN
YEL063C	NaN	NaN
YEL064C	NaN	NaN
YEL065W	NaN	NaN
YEL066W	NaN	NaN
YEL067C	NaN	NaN
YEL068C	NaN	NaN
YEL069C	NaN	NaN
YEL070W	NaN	NaN
YEL071W	NaN	NaN
YEL072W	NaN	NaN
YEL073C	NaN	NaN
YEL075C	NaN	NaN
YEL076C	NaN	NaN
YEL077C	NaN	NaN
YER001W	NaN	NaN
YER002W	NaN	NaN
YER004W	NaN	NaN
YER005W	NaN	NaN
YER007C-A	NaN	NaN
YER007W	NaN	NaN
YER010C	NaN	NaN
YER011W	NaN	NaN
YER014C-A	NaN	NaN
YER014W	NaN	NaN
YER015W	NaN	NaN
YER016W	NaN	NaN
YER017C	NaN	NaN
YER019C-A	NaN	NaN
YER019W	NaN	NaN
YER020W	NaN	NaN
YER024W	NaN	NaN
YER026C	NaN	NaN
YER027C	NaN	NaN
YER028C	NaN	NaN
YER030W	NaN	NaN
YER031C	NaN	NaN
YER032W	NaN	NaN
YER033C	NaN	NaN
YER034W	NaN	NaN
YER035W	NaN	NaN
YER037W	NaN	NaN
YER038W-A	NaN	NaN
YER039C	NaN	NaN
YER039C-A	NaN	NaN
YER040W	NaN	NaN
YER041W	NaN	NaN
YER042W	1.003709	0.010865
YER044C	0.313257	0.012626
YER044C-A	NaN	NaN
YER045C	1.035082	0.012773
YER046W	1.035297	0.012895
YER046W-A	NaN	NaN
YER047C	0.941418	0.006577
YER048C	0.989920	0.016195
YER049W	0.999654	0.007964
YER050C	0.617488	0.041726
YER051W	1.046379	0.010340
YER052C	0.969153	0.008571
YER053C	1.046939	0.006962
YER053C-A	1.034019	0.008896
YER054C	1.058009	0.011598
YER055C	0.315747	0.013760
YER056C	1.004115	0.008043
YER056C-A	0.715826	0.018852
YER057C	1.008876	0.007965
YER058W	0.758280	0.036212
YER059W	0.949704	0.011378
YER060W	1.013088	0.016668
YER060W-A	1.027175	0.005714
YER061C	0.742029	0.008901
YER062C	1.014810	0.009807
YER063W	1.049876	0.011724
YER064C	1.104053	0.011252
YER065C	1.030637	0.007377
YER066C-A	NaN	NaN
YER066W	1.013598	0.014409
YER067C-A	NaN	NaN
YER067W	1.007292	0.013765
YER068W	0.500667	0.051849
YER069W	NaN	NaN
YER071C	1.010477	0.013697
YER072W	0.958935	0.011481
YER073W	1.042151	0.011267
YER074W	0.635652	0.023803
YER075C	NaN	NaN
YER076C	1.041569	0.007898
YER077C	0.342964	0.022016
YER078C	0.954240	0.008652
YER078W-A	1.068468	0.009607
YER079W	1.038016	0.007725
YER080W	1.034158	0.008961
YER081W	0.998483	0.006550
YER083C	0.727233	0.019691
YER084W	0.988525	0.012385
YER085C	1.016023	0.008264
YER086W	0.304314	0.030869
YER087C-A	1.007172	0.010853
YER087C-B	1.002104	0.011837
YER087W	0.243123	0.043182
YER088C	1.071607	0.007455
YER089C	1.056126	0.008259
YER090W	0.975381	0.007838
YER091C	0.966023	0.005807
YER091C-A	1.016261	0.011266
YER092W	0.834145	0.023733
YER093C-A	1.005889	0.012630
YER095W	0.834953	0.016522
YER096W	1.018264	0.005640
YER097W	1.008574	0.008397
YER098W	0.975429	0.015852
YER099C	1.021614	0.005971
YER100W	1.020534	0.010184
YER101C	1.023876	0.005200
YER102W	0.704270	0.016717
YER103W	1.032689	0.009611
YER105C	NaN	NaN
YER106W	1.015034	0.005429
YER107C	0.475529	0.013402
YER108C	1.001786	0.009613
YER109C	1.001083	0.010305
YER111C	0.968489	0.010216
YER113C	1.024273	0.006315
YER114C	1.026459	0.008746
YER115C	1.019807	0.006713
YER116C	0.752586	0.037981
YER117W	0.326040	0.018490
YER118C	0.983665	0.006752
YER119C	1.045206	0.008438
YER119C-A	0.840146	0.050958
YER120W	0.947117	0.007279
YER121W	0.997940	0.016008
YER122C	0.928092	0.008915
YER123W	0.983959	0.008760
YER124C	1.018065	0.007770
YER128W	1.038409	0.010030
YER129W	1.034532	0.009043
YER130C	1.029296	0.009733
YER131W	0.884715	0.015809
YER132C	0.981416	0.005653
YER134C	1.001756	0.008150
YER135C	0.996572	0.010449
YER137C	1.039927	0.010896
YER139C	0.925022	0.009291
YER140W	0.974668	0.007577
YER141W	0.672554	0.057655
YER142C	1.037342	0.007226
YER143W	1.009395	0.007485
YER144C	0.975327	0.011964
YER145C	0.952158	0.008550
YER149C	1.001337	0.006438
YER150W	1.016523	0.008392
YER151C	0.657836	0.026869
YER152C	1.040945	0.007772
YER153C	0.719745	0.027783
YER154W	0.653136	0.034363
YER155C	0.871550	0.017552
YER156C	0.963742	0.014408
YER158C	1.064997	0.015025
YER161C	0.930444	0.007566
YER162C	0.852580	0.027330
YER163C	1.060520	0.009239
YER164W	0.961651	0.007592
YER166W	1.048434	0.006340
YER167W	0.986056	0.008186
YER169W	NaN	NaN
YER170W	1.056456	0.004955
YER173W	1.007441	0.005876
YER174C	1.041564	0.007702
YER175C	1.041072	0.014897
YER175W-A	0.966600	0.009848
YER176W	1.036844	0.007495
YER177W	0.831287	0.015195
YER178W	0.834314	0.013342
YER179W	1.010807	0.009694
YER180C	1.021074	0.009098
YER180C-A	0.951155	0.013019
YER181C	0.995004	0.012324
YER182W	1.072640	0.008450
YER183C	1.048312	0.009376
YER184C	1.061139	0.007044
YER185W	1.010379	0.006537
YER186C	1.014852	0.006565
YER187W	1.036218	0.006264
YER188C-A	1.007943	0.018655
YER188W	1.050599	0.014363
YER189W	1.009310	0.007211
YER190W	NaN	NaN
YFL001W	0.795108	0.018777
YFL003C	0.980324	0.019601
YFL004W	1.056933	0.010397
YFL006W	0.970341	0.011112
YFL007W	0.937672	0.011301
YFL010C	1.013860	0.012523
YFL010W-A	1.023854	0.008937
YFL011W	1.048476	0.008548
YFL012W	1.036380	0.009923
YFL013C	0.762615	0.017967
YFL013W-A	0.881297	0.023374
YFL014W	1.042130	0.008657
YFL015C	1.038717	0.010183
YFL016C	0.417248	0.050588
YFL018C	NaN	NaN
YFL019C	1.047097	0.007405
YFL020C	1.015220	0.006154
YFL021W	1.010187	0.008565
YFL023W	0.722602	0.011220
YFL025C	1.027561	0.009189
YFL026W	NaN	NaN
YFL027C	1.040573	0.006773
YFL028C	0.993359	0.006699
YFL030W	1.071018	0.008870
YFL031W	0.989277	0.008302
YFL032W	0.980783	0.010284
YFL033C	0.958385	0.019644
YFL034C-A	1.026396	0.009731
YFL034W	1.054623	0.007134
YFL035C-B	1.008235	0.008513
YFL036W	0.625621	0.019808
YFL040W	1.017062	0.004872
YFL041W	1.030235	0.008164
YFL041W-A	1.029404	0.010389
YFL042C	1.027051	0.010466
YFL043C	1.002565	0.016960
YFL044C	1.008527	0.005134
YFL046W	1.036616	0.007230
YFL047W	1.042455	0.007410
YFL048C	1.024585	0.005174
YFL049W	0.983874	0.008419
YFL050C	0.997896	0.008762
YFL051C	0.996315	0.008184
YFL052W	1.012786	0.008086
YFL053W	1.022593	0.007417
YFL054C	1.020842	0.010745
YFL055W	1.054100	0.007405
YFL056C	1.065984	0.010470
YFL057C	1.056848	0.009345
YFL058W	1.012485	0.008548
YFL059W	1.065845	0.005773
YFL060C	0.943130	0.031226
YFL061W	1.048994	0.012285
YFL062W	1.079659	0.008747
YFL063W	NaN	NaN
YFL064C	1.024873	0.006806
YFL065C	0.967564	0.019709
YFL067W	1.021876	0.007575
YFL068W	NaN	NaN
YFR001W	0.307083	0.015176
YFR006W	0.979393	0.012298
YFR007W	1.002726	0.007077
YFR008W	0.926381	0.009711
YFR009W	0.911634	0.007473
YFR010W	0.807817	0.012723
YFR011C	0.923180	0.013285
YFR012W	0.989550	0.011624
YFR013W	0.966790	0.010582
YFR014C	1.033030	0.008496
YFR015C	1.006172	0.005641
YFR016C	1.014537	0.006176
YFR017C	1.012187	0.012393
YFR018C	1.045282	0.009274
YFR019W	NaN	NaN
YFR020W	1.027457	0.013342
YFR021W	1.002345	0.006829
YFR022W	1.059156	0.010269
YFR023W	1.004447	0.012763
YFR024C	0.960240	0.012399
YFR024C-A	1.044120	0.008757
YFR025C	0.335665	0.023443
YFR026C	1.014602	0.008128
YFR030W	1.018280	0.006101
YFR031C-A	0.907439	0.010571
YFR032C	1.038004	0.007527
YFR032C-A	0.819008	0.011345
YFR032C-B	0.833871	0.012029
YFR033C	1.026955	0.007372
YFR034C	1.028573	0.006045
YFR035C	1.022379	0.007379
YFR036W	1.067345	0.028320
YFR038W	1.026616	0.010006
YFR039C	0.996010	0.010240
YFR040W	0.901040	0.010366
YFR041C	1.039789	0.006172
YFR043C	NaN	NaN
YFR044C	0.986961	0.010282
YFR045W	1.052873	0.007507
YFR046C	1.022619	0.005606
YFR047C	0.963580	0.007407
YFR048W	0.976234	0.013158
YFR049W	1.047872	0.014649
YFR053C	1.046863	0.007190
YFR054C	1.054430	0.014868
YFR055W	1.084918	0.011528
YFR056C	1.000305	0.015674
YFR057W	1.039184	0.005483
YGL002W	0.993331	0.006521
YGL003C	0.755487	0.014556
YGL004C	0.989174	0.007902
YGL005C	0.970993	0.008138
YGL006W	1.022946	0.007550
YGL006W-A	1.020099	0.013377
YGL007C-A	0.528554	0.015513
YGL007W	0.879311	0.022173
YGL009C	1.040320	0.006018
YGL010W	1.000114	0.007519
YGL012W	0.818114	0.011940
YGL013C	0.980958	0.012753
YGL014W	0.983178	0.006485
YGL015C	1.024212	0.008484
YGL016W	0.880280	0.010519
YGL017W	1.003868	0.006395
YGL019W	0.817030	0.010788
YGL020C	0.932594	0.013398
YGL021W	1.029881	0.009190
YGL023C	0.925583	0.008837
YGL024W	0.397953	0.060928
YGL025C	0.339826	0.019093
YGL026C	1.031135	0.008635
YGL027C	0.954279	0.011060
YGL028C	1.028521	0.013381
YGL029W	0.724453	0.043941
YGL031C	0.800299	0.017918
YGL032C	1.021895	0.007441
YGL033W	NaN	NaN
YGL034C	1.039068	0.011048
YGL035C	1.056855	0.012165
YGL036W	0.979766	0.017250
YGL037C	1.021037	0.008595
YGL038C	NaN	NaN
YGL039W	1.036250	0.007934
YGL041C	1.044476	0.013993
YGL041C-B	NaN	NaN
YGL042C	0.868995	0.027017
YGL043W	0.810140	0.012247
YGL045W	0.883761	0.020324
YGL046W	0.859644	0.023074
YGL049C	0.383536	0.062133
YGL050W	0.989548	0.008117
YGL051W	1.021188	0.009632
YGL053W	1.027016	0.010590
YGL054C	1.002665	0.011412
YGL056C	1.015444	0.012697
YGL057C	0.996258	0.009262
YGL058W	0.431985	0.015232
YGL059W	1.044268	0.006858
YGL060W	0.982626	0.007144
YGL062W	1.036706	0.007540
YGL063W	0.996542	0.013565
YGL064C	0.519788	0.042656
YGL066W	0.728918	0.018046
YGL067W	1.004106	0.010357
YGL070C	0.410389	0.015643
YGL071W	0.790304	0.027545
YGL077C	0.997541	0.006789
YGL078C	0.681332	0.018816
YGL079W	0.988669	0.008274
YGL080W	0.984276	0.008994
YGL081W	0.995974	0.012523
YGL082W	1.054148	0.008556
YGL083W	1.033348	0.006520
YGL084C	0.881208	0.010002
YGL085W	0.997124	0.008621
YGL086W	0.990242	0.019926
YGL087C	0.997538	0.014142
YGL089C	1.096943	0.007413
YGL090W	1.028800	0.009100
YGL094C	1.124561	0.011268
YGL095C	0.382200	0.025615
YGL096W	1.048796	0.007546
YGL100W	0.642300	0.036781
YGL101W	1.018344	0.007751
YGL104C	0.984546	0.007098
YGL105W	0.411783	0.028990
YGL107C	0.443498	0.044761
YGL108C	1.024075	0.009260
YGL109W	1.040772	0.008062
YGL110C	0.970914	0.009293
YGL114W	1.013088	0.007984
YGL115W	0.855634	0.035187
YGL117W	1.004584	0.008313
YGL118C	1.046213	0.008975
YGL119W	0.757032	0.041000
YGL121C	1.052366	0.010144
YGL124C	0.836134	0.016726
YGL125W	1.021644	0.005587
YGL126W	0.987500	0.008206
YGL127C	0.661779	0.011878
YGL129C	0.383634	0.038111
YGL131C	0.997775	0.009721
YGL132W	1.030053	0.010512
YGL133W	0.943760	0.009835
YGL134W	1.074143	0.011381
YGL135W	0.565664	0.019901
YGL136C	NaN	NaN
YGL138C	1.035876	0.005869
YGL139W	1.022578	0.010270
YGL140C	1.037107	0.008175
YGL141W	1.045024	0.005894
YGL143C	0.463495	0.102026
YGL144C	0.986173	0.006645
YGL146C	1.013963	0.007841
YGL147C	0.830874	0.012038
YGL148W	0.907426	0.010379
YGL149W	0.856325	0.020530
YGL151W	0.889862	0.012389
YGL152C	0.895992	0.012678
YGL153W	0.861431	0.011314
YGL154C	0.243400	0.022920
YGL156W	1.021819	0.004113
YGL157W	1.026943	0.008312
YGL158W	1.042552	0.007219
YGL159W	1.002403	0.007593
YGL160W	1.039930	0.008858
YGL161C	1.036405	0.006930
YGL162W	1.028571	0.006380
YGL163C	0.893383	0.012651
YGL164C	1.089354	0.015884
YGL165C	1.019997	0.010579
YGL166W	1.026639	0.006501
YGL167C	0.678016	0.016459
YGL168W	0.582288	0.019683
YGL170C	1.004467	0.005154
YGL173C	0.551201	0.020737
YGL174W	0.836385	0.011079
YGL175C	0.993681	0.008167
YGL176C	1.051746	0.007033
YGL177W	1.072056	0.013894
YGL178W	1.112153	0.006522
YGL179C	1.024336	0.006712
YGL180W	0.935560	0.010450
YGL181W	1.041566	0.008781
YGL183C	1.075886	0.008667
YGL184C	1.013210	0.008834
YGL185C	1.039770	0.008509
YGL186C	0.787388	0.011289
YGL187C	0.681209	0.027140
YGL188C-A	0.342213	0.024372
YGL189C	0.442336	0.019345
YGL190C	0.629041	0.027499
YGL191W	0.891175	0.004774
YGL192W	1.014348	0.007280
YGL194C	0.966370	0.011999
YGL195W	0.945936	0.011306
YGL196W	1.001735	0.015752
YGL197W	1.000017	0.015101
YGL198W	1.029827	0.006858
YGL199C	1.014791	0.010863
YGL200C	1.036439	0.011057
YGL202W	0.941693	0.008435
YGL203C	0.968671	0.006725
YGL205W	0.977253	0.012095
YGL206C	NaN	NaN
YGL208W	0.997648	0.009648
YGL209W	0.982960	0.007980
YGL210W	0.964335	0.007086
